BaseName	CharacterOrientation	Country	DisplayCountry	DisplayLanguage	DisplayLanguageWithDialect	DisplayName	DisplayNameWithDialect	DisplayScript	DisplayScriptInContext	DisplayVariant	ISO3Country	ISO3Language	Language	LineOrientation	Name	Script	Variant
en_150	left-to-right	150	ヨーロッパ	英語	en_150	英語 (ヨーロッパ)	英語 (ヨーロッパ)	-	-	-	-	eng	en	top-to-bottom	en_150	-	-
en_AE	left-to-right	AE	アラブ首長国連邦	英語	en_AE	英語 (アラブ首長国連邦)	英語 (アラブ首長国連邦)	-	-	-	ARE	eng	en	top-to-bottom	en_AE	-	-
en_AG	left-to-right	AG	アンティグア・バーブーダ	英語	en_AG	英語 (アンティグア・バーブーダ)	英語 (アンティグア・バーブーダ)	-	-	-	ATG	eng	en	top-to-bottom	en_AG	-	-
en_AI	left-to-right	AI	アンギラ	英語	en_AI	英語 (アンギラ)	英語 (アンギラ)	-	-	-	AIA	eng	en	top-to-bottom	en_AI	-	-
en_AS	left-to-right	AS	米領サモア	英語	en_AS	英語 (米領サモア)	英語 (米領サモア)	-	-	-	ASM	eng	en	top-to-bottom	en_AS	-	-
en_AT	left-to-right	AT	オーストリア	英語	en_AT	英語 (オーストリア)	英語 (オーストリア)	-	-	-	AUT	eng	en	top-to-bottom	en_AT	-	-
en_AU	left-to-right	AU	オーストラリア	英語	en_AU	英語 (オーストラリア)	オーストラリア英語	-	-	-	AUS	eng	en	top-to-bottom	en_AU	-	-
en_BB	left-to-right	BB	バルバドス	英語	en_BB	英語 (バルバドス)	英語 (バルバドス)	-	-	-	BRB	eng	en	top-to-bottom	en_BB	-	-
en_BE	left-to-right	BE	ベルギー	英語	en_BE	英語 (ベルギー)	英語 (ベルギー)	-	-	-	BEL	eng	en	top-to-bottom	en_BE	-	-
en_BI	left-to-right	BI	ブルンジ	英語	en_BI	英語 (ブルンジ)	英語 (ブルンジ)	-	-	-	BDI	eng	en	top-to-bottom	en_BI	-	-
en_BM	left-to-right	BM	バミューダ	英語	en_BM	英語 (バミューダ)	英語 (バミューダ)	-	-	-	BMU	eng	en	top-to-bottom	en_BM	-	-
en_BS	left-to-right	BS	バハマ	英語	en_BS	英語 (バハマ)	英語 (バハマ)	-	-	-	BHS	eng	en	top-to-bottom	en_BS	-	-
en_BW	left-to-right	BW	ボツワナ	英語	en_BW	英語 (ボツワナ)	英語 (ボツワナ)	-	-	-	BWA	eng	en	top-to-bottom	en_BW	-	-
en_BZ	left-to-right	BZ	ベリーズ	英語	en_BZ	英語 (ベリーズ)	英語 (ベリーズ)	-	-	-	BLZ	eng	en	top-to-bottom	en_BZ	-	-
en_CA	left-to-right	CA	カナダ	英語	en_CA	英語 (カナダ)	カナダ英語	-	-	-	CAN	eng	en	top-to-bottom	en_CA	-	-
en_CC	left-to-right	CC	ココス(キーリング)諸島	英語	en_CC	英語 (ココス[キーリング]諸島)	英語 (ココス[キーリング]諸島)	-	-	-	CCK	eng	en	top-to-bottom	en_CC	-	-
en_CH	left-to-right	CH	スイス	英語	en_CH	英語 (スイス)	英語 (スイス)	-	-	-	CHE	eng	en	top-to-bottom	en_CH	-	-
en_CK	left-to-right	CK	クック諸島	英語	en_CK	英語 (クック諸島)	英語 (クック諸島)	-	-	-	COK	eng	en	top-to-bottom	en_CK	-	-
en_CM	left-to-right	CM	カメルーン	英語	en_CM	英語 (カメルーン)	英語 (カメルーン)	-	-	-	CMR	eng	en	top-to-bottom	en_CM	-	-
en_CX	left-to-right	CX	クリスマス島	英語	en_CX	英語 (クリスマス島)	英語 (クリスマス島)	-	-	-	CXR	eng	en	top-to-bottom	en_CX	-	-
en_CY	left-to-right	CY	キプロス	英語	en_CY	英語 (キプロス)	英語 (キプロス)	-	-	-	CYP	eng	en	top-to-bottom	en_CY	-	-
en_DE	left-to-right	DE	ドイツ	英語	en_DE	英語 (ドイツ)	英語 (ドイツ)	-	-	-	DEU	eng	en	top-to-bottom	en_DE	-	-
en_DG	left-to-right	DG	ディエゴガルシア島	英語	en_DG	英語 (ディエゴガルシア島)	英語 (ディエゴガルシア島)	-	-	-	-	eng	en	top-to-bottom	en_DG	-	-
en_DK	left-to-right	DK	デンマーク	英語	en_DK	英語 (デンマーク)	英語 (デンマーク)	-	-	-	DNK	eng	en	top-to-bottom	en_DK	-	-
en_DM	left-to-right	DM	ドミニカ国	英語	en_DM	英語 (ドミニカ国)	英語 (ドミニカ国)	-	-	-	DMA	eng	en	top-to-bottom	en_DM	-	-
en_ER	left-to-right	ER	エリトリア	英語	en_ER	英語 (エリトリア)	英語 (エリトリア)	-	-	-	ERI	eng	en	top-to-bottom	en_ER	-	-
en_FI	left-to-right	FI	フィンランド	英語	en_FI	英語 (フィンランド)	英語 (フィンランド)	-	-	-	FIN	eng	en	top-to-bottom	en_FI	-	-
en_FJ	left-to-right	FJ	フィジー	英語	en_FJ	英語 (フィジー)	英語 (フィジー)	-	-	-	FJI	eng	en	top-to-bottom	en_FJ	-	-
en_FK	left-to-right	FK	フォークランド諸島	英語	en_FK	英語 (フォークランド諸島)	英語 (フォークランド諸島)	-	-	-	FLK	eng	en	top-to-bottom	en_FK	-	-
en_FM	left-to-right	FM	ミクロネシア連邦	英語	en_FM	英語 (ミクロネシア連邦)	英語 (ミクロネシア連邦)	-	-	-	FSM	eng	en	top-to-bottom	en_FM	-	-
en_GB	left-to-right	GB	イギリス	英語	en_GB	英語 (イギリス)	イギリス英語	-	-	-	GBR	eng	en	top-to-bottom	en_GB	-	-
en_GD	left-to-right	GD	グレナダ	英語	en_GD	英語 (グレナダ)	英語 (グレナダ)	-	-	-	GRD	eng	en	top-to-bottom	en_GD	-	-
en_GG	left-to-right	GG	ガーンジー	英語	en_GG	英語 (ガーンジー)	英語 (ガーンジー)	-	-	-	GGY	eng	en	top-to-bottom	en_GG	-	-
en_GH	left-to-right	GH	ガーナ	英語	en_GH	英語 (ガーナ)	英語 (ガーナ)	-	-	-	GHA	eng	en	top-to-bottom	en_GH	-	-
en_GI	left-to-right	GI	ジブラルタル	英語	en_GI	英語 (ジブラルタル)	英語 (ジブラルタル)	-	-	-	GIB	eng	en	top-to-bottom	en_GI	-	-
en_GM	left-to-right	GM	ガンビア	英語	en_GM	英語 (ガンビア)	英語 (ガンビア)	-	-	-	GMB	eng	en	top-to-bottom	en_GM	-	-
en_GU	left-to-right	GU	グアム	英語	en_GU	英語 (グアム)	英語 (グアム)	-	-	-	GUM	eng	en	top-to-bottom	en_GU	-	-
en_GY	left-to-right	GY	ガイアナ	英語	en_GY	英語 (ガイアナ)	英語 (ガイアナ)	-	-	-	GUY	eng	en	top-to-bottom	en_GY	-	-
en_HK	left-to-right	HK	中華人民共和国香港特別行政区	英語	en_HK	英語 (中華人民共和国香港特別行政区)	英語 (中華人民共和国香港特別行政区)	-	-	-	HKG	eng	en	top-to-bottom	en_HK	-	-
en_IE	left-to-right	IE	アイルランド	英語	en_IE	英語 (アイルランド)	英語 (アイルランド)	-	-	-	IRL	eng	en	top-to-bottom	en_IE	-	-
en_IL	left-to-right	IL	イスラエル	英語	en_IL	英語 (イスラエル)	英語 (イスラエル)	-	-	-	ISR	eng	en	top-to-bottom	en_IL	-	-
en_IM	left-to-right	IM	マン島	英語	en_IM	英語 (マン島)	英語 (マン島)	-	-	-	IMN	eng	en	top-to-bottom	en_IM	-	-
en_IN	left-to-right	IN	インド	英語	en_IN	英語 (インド)	英語 (インド)	-	-	-	IND	eng	en	top-to-bottom	en_IN	-	-
en_IO	left-to-right	IO	英領インド洋地域	英語	en_IO	英語 (英領インド洋地域)	英語 (英領インド洋地域)	-	-	-	IOT	eng	en	top-to-bottom	en_IO	-	-
en_JE	left-to-right	JE	ジャージー	英語	en_JE	英語 (ジャージー)	英語 (ジャージー)	-	-	-	JEY	eng	en	top-to-bottom	en_JE	-	-
en_JM	left-to-right	JM	ジャマイカ	英語	en_JM	英語 (ジャマイカ)	英語 (ジャマイカ)	-	-	-	JAM	eng	en	top-to-bottom	en_JM	-	-
en_KE	left-to-right	KE	ケニア	英語	en_KE	英語 (ケニア)	英語 (ケニア)	-	-	-	KEN	eng	en	top-to-bottom	en_KE	-	-
en_KI	left-to-right	KI	キリバス	英語	en_KI	英語 (キリバス)	英語 (キリバス)	-	-	-	KIR	eng	en	top-to-bottom	en_KI	-	-
en_KN	left-to-right	KN	セントクリストファー・ネーヴィス	英語	en_KN	英語 (セントクリストファー・ネーヴィス)	英語 (セントクリストファー・ネーヴィス)	-	-	-	KNA	eng	en	top-to-bottom	en_KN	-	-
en_KY	left-to-right	KY	ケイマン諸島	英語	en_KY	英語 (ケイマン諸島)	英語 (ケイマン諸島)	-	-	-	CYM	eng	en	top-to-bottom	en_KY	-	-
en_LC	left-to-right	LC	セントルシア	英語	en_LC	英語 (セントルシア)	英語 (セントルシア)	-	-	-	LCA	eng	en	top-to-bottom	en_LC	-	-
en_LR	left-to-right	LR	リベリア	英語	en_LR	英語 (リベリア)	英語 (リベリア)	-	-	-	LBR	eng	en	top-to-bottom	en_LR	-	-
en_LS	left-to-right	LS	レソト	英語	en_LS	英語 (レソト)	英語 (レソト)	-	-	-	LSO	eng	en	top-to-bottom	en_LS	-	-
en_MG	left-to-right	MG	マダガスカル	英語	en_MG	英語 (マダガスカル)	英語 (マダガスカル)	-	-	-	MDG	eng	en	top-to-bottom	en_MG	-	-
en_MH	left-to-right	MH	マーシャル諸島	英語	en_MH	英語 (マーシャル諸島)	英語 (マーシャル諸島)	-	-	-	MHL	eng	en	top-to-bottom	en_MH	-	-
en_MO	left-to-right	MO	中華人民共和国マカオ特別行政区	英語	en_MO	英語 (中華人民共和国マカオ特別行政区)	英語 (中華人民共和国マカオ特別行政区)	-	-	-	MAC	eng	en	top-to-bottom	en_MO	-	-
en_MP	left-to-right	MP	北マリアナ諸島	英語	en_MP	英語 (北マリアナ諸島)	英語 (北マリアナ諸島)	-	-	-	MNP	eng	en	top-to-bottom	en_MP	-	-
en_MS	left-to-right	MS	モントセラト	英語	en_MS	英語 (モントセラト)	英語 (モントセラト)	-	-	-	MSR	eng	en	top-to-bottom	en_MS	-	-
en_MT	left-to-right	MT	マルタ	英語	en_MT	英語 (マルタ)	英語 (マルタ)	-	-	-	MLT	eng	en	top-to-bottom	en_MT	-	-
en_MU	left-to-right	MU	モーリシャス	英語	en_MU	英語 (モーリシャス)	英語 (モーリシャス)	-	-	-	MUS	eng	en	top-to-bottom	en_MU	-	-
en_MW	left-to-right	MW	マラウイ	英語	en_MW	英語 (マラウイ)	英語 (マラウイ)	-	-	-	MWI	eng	en	top-to-bottom	en_MW	-	-
en_MY	left-to-right	MY	マレーシア	英語	en_MY	英語 (マレーシア)	英語 (マレーシア)	-	-	-	MYS	eng	en	top-to-bottom	en_MY	-	-
en_NA	left-to-right	NA	ナミビア	英語	en_NA	英語 (ナミビア)	英語 (ナミビア)	-	-	-	NAM	eng	en	top-to-bottom	en_NA	-	-
en_NF	left-to-right	NF	ノーフォーク島	英語	en_NF	英語 (ノーフォーク島)	英語 (ノーフォーク島)	-	-	-	NFK	eng	en	top-to-bottom	en_NF	-	-
en_NG	left-to-right	NG	ナイジェリア	英語	en_NG	英語 (ナイジェリア)	英語 (ナイジェリア)	-	-	-	NGA	eng	en	top-to-bottom	en_NG	-	-
en_NL	left-to-right	NL	オランダ	英語	en_NL	英語 (オランダ)	英語 (オランダ)	-	-	-	NLD	eng	en	top-to-bottom	en_NL	-	-
en_NR	left-to-right	NR	ナウル	英語	en_NR	英語 (ナウル)	英語 (ナウル)	-	-	-	NRU	eng	en	top-to-bottom	en_NR	-	-
en_NU	left-to-right	NU	ニウエ	英語	en_NU	英語 (ニウエ)	英語 (ニウエ)	-	-	-	NIU	eng	en	top-to-bottom	en_NU	-	-
en_NZ	left-to-right	NZ	ニュージーランド	英語	en_NZ	英語 (ニュージーランド)	英語 (ニュージーランド)	-	-	-	NZL	eng	en	top-to-bottom	en_NZ	-	-
en_PG	left-to-right	PG	パプアニューギニア	英語	en_PG	英語 (パプアニューギニア)	英語 (パプアニューギニア)	-	-	-	PNG	eng	en	top-to-bottom	en_PG	-	-
en_PH	left-to-right	PH	フィリピン	英語	en_PH	英語 (フィリピン)	英語 (フィリピン)	-	-	-	PHL	eng	en	top-to-bottom	en_PH	-	-
en_PK	left-to-right	PK	パキスタン	英語	en_PK	英語 (パキスタン)	英語 (パキスタン)	-	-	-	PAK	eng	en	top-to-bottom	en_PK	-	-
en_PN	left-to-right	PN	ピトケアン諸島	英語	en_PN	英語 (ピトケアン諸島)	英語 (ピトケアン諸島)	-	-	-	PCN	eng	en	top-to-bottom	en_PN	-	-
en_PR	left-to-right	PR	プエルトリコ	英語	en_PR	英語 (プエルトリコ)	英語 (プエルトリコ)	-	-	-	PRI	eng	en	top-to-bottom	en_PR	-	-
en_PW	left-to-right	PW	パラオ	英語	en_PW	英語 (パラオ)	英語 (パラオ)	-	-	-	PLW	eng	en	top-to-bottom	en_PW	-	-
en_RW	left-to-right	RW	ルワンダ	英語	en_RW	英語 (ルワンダ)	英語 (ルワンダ)	-	-	-	RWA	eng	en	top-to-bottom	en_RW	-	-
en_SB	left-to-right	SB	ソロモン諸島	英語	en_SB	英語 (ソロモン諸島)	英語 (ソロモン諸島)	-	-	-	SLB	eng	en	top-to-bottom	en_SB	-	-
en_SC	left-to-right	SC	セーシェル	英語	en_SC	英語 (セーシェル)	英語 (セーシェル)	-	-	-	SYC	eng	en	top-to-bottom	en_SC	-	-
en_SD	left-to-right	SD	スーダン	英語	en_SD	英語 (スーダン)	英語 (スーダン)	-	-	-	SDN	eng	en	top-to-bottom	en_SD	-	-
en_SE	left-to-right	SE	スウェーデン	英語	en_SE	英語 (スウェーデン)	英語 (スウェーデン)	-	-	-	SWE	eng	en	top-to-bottom	en_SE	-	-
en_SG	left-to-right	SG	シンガポール	英語	en_SG	英語 (シンガポール)	英語 (シンガポール)	-	-	-	SGP	eng	en	top-to-bottom	en_SG	-	-
en_SH	left-to-right	SH	セントヘレナ	英語	en_SH	英語 (セントヘレナ)	英語 (セントヘレナ)	-	-	-	SHN	eng	en	top-to-bottom	en_SH	-	-
en_SI	left-to-right	SI	スロベニア	英語	en_SI	英語 (スロベニア)	英語 (スロベニア)	-	-	-	SVN	eng	en	top-to-bottom	en_SI	-	-
en_SL	left-to-right	SL	シエラレオネ	英語	en_SL	英語 (シエラレオネ)	英語 (シエラレオネ)	-	-	-	SLE	eng	en	top-to-bottom	en_SL	-	-
en_SS	left-to-right	SS	南スーダン	英語	en_SS	英語 (南スーダン)	英語 (南スーダン)	-	-	-	SSD	eng	en	top-to-bottom	en_SS	-	-
en_SX	left-to-right	SX	シント・マールテン	英語	en_SX	英語 (シント・マールテン)	英語 (シント・マールテン)	-	-	-	SXM	eng	en	top-to-bottom	en_SX	-	-
en_SZ	left-to-right	SZ	エスワティニ	英語	en_SZ	英語 (エスワティニ)	英語 (エスワティニ)	-	-	-	SWZ	eng	en	top-to-bottom	en_SZ	-	-
en_TC	left-to-right	TC	タークス・カイコス諸島	英語	en_TC	英語 (タークス・カイコス諸島)	英語 (タークス・カイコス諸島)	-	-	-	TCA	eng	en	top-to-bottom	en_TC	-	-
en_TK	left-to-right	TK	トケラウ	英語	en_TK	英語 (トケラウ)	英語 (トケラウ)	-	-	-	TKL	eng	en	top-to-bottom	en_TK	-	-
en_TO	left-to-right	TO	トンガ	英語	en_TO	英語 (トンガ)	英語 (トンガ)	-	-	-	TON	eng	en	top-to-bottom	en_TO	-	-
en_TT	left-to-right	TT	トリニダード・トバゴ	英語	en_TT	英語 (トリニダード・トバゴ)	英語 (トリニダード・トバゴ)	-	-	-	TTO	eng	en	top-to-bottom	en_TT	-	-
en_TV	left-to-right	TV	ツバル	英語	en_TV	英語 (ツバル)	英語 (ツバル)	-	-	-	TUV	eng	en	top-to-bottom	en_TV	-	-
en_TZ	left-to-right	TZ	タンザニア	英語	en_TZ	英語 (タンザニア)	英語 (タンザニア)	-	-	-	TZA	eng	en	top-to-bottom	en_TZ	-	-
en_UG	left-to-right	UG	ウガンダ	英語	en_UG	英語 (ウガンダ)	英語 (ウガンダ)	-	-	-	UGA	eng	en	top-to-bottom	en_UG	-	-
en_UM	left-to-right	UM	合衆国領有小離島	英語	en_UM	英語 (合衆国領有小離島)	英語 (合衆国領有小離島)	-	-	-	UMI	eng	en	top-to-bottom	en_UM	-	-
en_US	left-to-right	US	アメリカ合衆国	英語	en_US	英語 (アメリカ合衆国)	アメリカ英語	-	-	-	USA	eng	en	top-to-bottom	en_US	-	-
en_US_POSIX	left-to-right	US	アメリカ合衆国	英語	en_US_POSIX	英語 (アメリカ合衆国、コンピュータ)	アメリカ英語 (コンピュータ)	-	-	コンピュータ	USA	eng	en	top-to-bottom	en_US_POSIX	-	POSIX
en_VC	left-to-right	VC	セントビンセント及びグレナディーン諸島	英語	en_VC	英語 (セントビンセント及びグレナディーン諸島)	英語 (セントビンセント及びグレナディーン諸島)	-	-	-	VCT	eng	en	top-to-bottom	en_VC	-	-
en_VG	left-to-right	VG	英領ヴァージン諸島	英語	en_VG	英語 (英領ヴァージン諸島)	英語 (英領ヴァージン諸島)	-	-	-	VGB	eng	en	top-to-bottom	en_VG	-	-
en_VI	left-to-right	VI	米領ヴァージン諸島	英語	en_VI	英語 (米領ヴァージン諸島)	英語 (米領ヴァージン諸島)	-	-	-	VIR	eng	en	top-to-bottom	en_VI	-	-
en_VU	left-to-right	VU	バヌアツ	英語	en_VU	英語 (バヌアツ)	英語 (バヌアツ)	-	-	-	VUT	eng	en	top-to-bottom	en_VU	-	-
en_WS	left-to-right	WS	サモア	英語	en_WS	英語 (サモア)	英語 (サモア)	-	-	-	WSM	eng	en	top-to-bottom	en_WS	-	-
en_ZA	left-to-right	ZA	南アフリカ	英語	en_ZA	英語 (南アフリカ)	英語 (南アフリカ)	-	-	-	ZAF	eng	en	top-to-bottom	en_ZA	-	-
en_ZM	left-to-right	ZM	ザンビア	英語	en_ZM	英語 (ザンビア)	英語 (ザンビア)	-	-	-	ZMB	eng	en	top-to-bottom	en_ZM	-	-
en_ZW	left-to-right	ZW	ジンバブエ	英語	en_ZW	英語 (ジンバブエ)	英語 (ジンバブエ)	-	-	-	ZWE	eng	en	top-to-bottom	en_ZW	-	-
eo	left-to-right	-	-	エスペラント語	エスペラント語	エスペラント語	エスペラント語	-	-	-	-	epo	eo	top-to-bottom	eo	-	-
eo_001	left-to-right	001	世界	エスペラント語	eo_001	エスペラント語 (世界)	エスペラント語 (世界)	-	-	-	-	epo	eo	top-to-bottom	eo_001	-	-
es	left-to-right	-	-	スペイン語	スペイン語	スペイン語	スペイン語	-	-	-	-	spa	es	top-to-bottom	es	-	-
es_419	left-to-right	419	ラテンアメリカ	スペイン語	es_419	スペイン語 (ラテンアメリカ)	スペイン語 (ラテンアメリカ)	-	-	-	-	spa	es	top-to-bottom	es_419	-	-
es_AR	left-to-right	AR	アルゼンチン	スペイン語	es_AR	スペイン語 (アルゼンチン)	スペイン語 (アルゼンチン)	-	-	-	ARG	spa	es	top-to-bottom	es_AR	-	-
es_BO	left-to-right	BO	ボリビア	スペイン語	es_BO	スペイン語 (ボリビア)	スペイン語 (ボリビア)	-	-	-	BOL	spa	es	top-to-bottom	es_BO	-	-
es_BR	left-to-right	BR	ブラジル	スペイン語	es_BR	スペイン語 (ブラジル)	スペイン語 (ブラジル)	-	-	-	BRA	spa	es	top-to-bottom	es_BR	-	-
es_BZ	left-to-right	BZ	ベリーズ	スペイン語	es_BZ	スペイン語 (ベリーズ)	スペイン語 (ベリーズ)	-	-	-	BLZ	spa	es	top-to-bottom	es_BZ	-	-
es_CL	left-to-right	CL	チリ	スペイン語	es_CL	スペイン語 (チリ)	スペイン語 (チリ)	-	-	-	CHL	spa	es	top-to-bottom	es_CL	-	-
es_CO	left-to-right	CO	コロンビア	スペイン語	es_CO	スペイン語 (コロンビア)	スペイン語 (コロンビア)	-	-	-	COL	spa	es	top-to-bottom	es_CO	-	-
es_CR	left-to-right	CR	コスタリカ	スペイン語	es_CR	スペイン語 (コスタリカ)	スペイン語 (コスタリカ)	-	-	-	CRI	spa	es	top-to-bottom	es_CR	-	-
es_CU	left-to-right	CU	キューバ	スペイン語	es_CU	スペイン語 (キューバ)	スペイン語 (キューバ)	-	-	-	CUB	spa	es	top-to-bottom	es_CU	-	-
es_DO	left-to-right	DO	ドミニカ共和国	スペイン語	es_DO	スペイン語 (ドミニカ共和国)	スペイン語 (ドミニカ共和国)	-	-	-	DOM	spa	es	top-to-bottom	es_DO	-	-
es_EA	left-to-right	EA	セウタ・メリリャ	スペイン語	es_EA	スペイン語 (セウタ・メリリャ)	スペイン語 (セウタ・メリリャ)	-	-	-	-	spa	es	top-to-bottom	es_EA	-	-
es_EC	left-to-right	EC	エクアドル	スペイン語	es_EC	スペイン語 (エクアドル)	スペイン語 (エクアドル)	-	-	-	ECU	spa	es	top-to-bottom	es_EC	-	-
es_ES	left-to-right	ES	スペイン	スペイン語	es_ES	スペイン語 (スペイン)	スペイン語 (イベリア半島)	-	-	-	ESP	spa	es	top-to-bottom	es_ES	-	-
es_GQ	left-to-right	GQ	赤道ギニア	スペイン語	es_GQ	スペイン語 (赤道ギニア)	スペイン語 (赤道ギニア)	-	-	-	GNQ	spa	es	top-to-bottom	es_GQ	-	-
es_GT	left-to-right	GT	グアテマラ	スペイン語	es_GT	スペイン語 (グアテマラ)	スペイン語 (グアテマラ)	-	-	-	GTM	spa	es	top-to-bottom	es_GT	-	-
es_HN	left-to-right	HN	ホンジュラス	スペイン語	es_HN	スペイン語 (ホンジュラス)	スペイン語 (ホンジュラス)	-	-	-	HND	spa	es	top-to-bottom	es_HN	-	-
es_IC	left-to-right	IC	カナリア諸島	スペイン語	es_IC	スペイン語 (カナリア諸島)	スペイン語 (カナリア諸島)	-	-	-	-	spa	es	top-to-bottom	es_IC	-	-
es_MX	left-to-right	MX	メキシコ	スペイン語	es_MX	スペイン語 (メキシコ)	スペイン語 (メキシコ)	-	-	-	MEX	spa	es	top-to-bottom	es_MX	-	-
es_NI	left-to-right	NI	ニカラグア	スペイン語	es_NI	スペイン語 (ニカラグア)	スペイン語 (ニカラグア)	-	-	-	NIC	spa	es	top-to-bottom	es_NI	-	-
es_PA	left-to-right	PA	パナマ	スペイン語	es_PA	スペイン語 (パナマ)	スペイン語 (パナマ)	-	-	-	PAN	spa	es	top-to-bottom	es_PA	-	-
es_PE	left-to-right	PE	ペルー	スペイン語	es_PE	スペイン語 (ペルー)	スペイン語 (ペルー)	-	-	-	PER	spa	es	top-to-bottom	es_PE	-	-
es_PH	left-to-right	PH	フィリピン	スペイン語	es_PH	スペイン語 (フィリピン)	スペイン語 (フィリピン)	-	-	-	PHL	spa	es	top-to-bottom	es_PH	-	-
es_PR	left-to-right	PR	プエルトリコ	スペイン語	es_PR	スペイン語 (プエルトリコ)	スペイン語 (プエルトリコ)	-	-	-	PRI	spa	es	top-to-bottom	es_PR	-	-
es_PY	left-to-right	PY	パラグアイ	スペイン語	es_PY	スペイン語 (パラグアイ)	スペイン語 (パラグアイ)	-	-	-	PRY	spa	es	top-to-bottom	es_PY	-	-
