BaseName	CharacterOrientation	Country	DisplayCountry	DisplayLanguage	DisplayLanguageWithDialect	DisplayName	DisplayNameWithDialect	DisplayScript	DisplayScriptInContext	DisplayVariant	ISO3Country	ISO3Language	Language	LineOrientation	Name	Script	Variant
es_SV	left-to-right	SV	エルサルバドル	スペイン語	es_SV	スペイン語 (エルサルバドル)	スペイン語 (エルサルバドル)	-	-	-	SLV	spa	es	top-to-bottom	es_SV	-	-
es_US	left-to-right	US	アメリカ合衆国	スペイン語	es_US	スペイン語 (アメリカ合衆国)	スペイン語 (アメリカ合衆国)	-	-	-	USA	spa	es	top-to-bottom	es_US	-	-
es_UY	left-to-right	UY	ウルグアイ	スペイン語	es_UY	スペイン語 (ウルグアイ)	スペイン語 (ウルグアイ)	-	-	-	URY	spa	es	top-to-bottom	es_UY	-	-
es_VE	left-to-right	VE	ベネズエラ	スペイン語	es_VE	スペイン語 (ベネズエラ)	スペイン語 (ベネズエラ)	-	-	-	VEN	spa	es	top-to-bottom	es_VE	-	-
et	left-to-right	-	-	エストニア語	エストニア語	エストニア語	エストニア語	-	-	-	-	est	et	top-to-bottom	et	-	-
et_EE	left-to-right	EE	エストニア	エストニア語	et_EE	エストニア語 (エストニア)	エストニア語 (エストニア)	-	-	-	EST	est	et	top-to-bottom	et_EE	-	-
eu	left-to-right	-	-	バスク語	バスク語	バスク語	バスク語	-	-	-	-	eus	eu	top-to-bottom	eu	-	-
eu_ES	left-to-right	ES	スペイン	バスク語	eu_ES	バスク語 (スペイン)	バスク語 (スペイン)	-	-	-	ESP	eus	eu	top-to-bottom	eu_ES	-	-
ewo	left-to-right	-	-	エウォンド語	エウォンド語	エウォンド語	エウォンド語	-	-	-	-	ewo	ewo	top-to-bottom	ewo	-	-
ewo_CM	left-to-right	CM	カメルーン	エウォンド語	ewo_CM	エウォンド語 (カメルーン)	エウォンド語 (カメルーン)	-	-	-	CMR	ewo	ewo	top-to-bottom	ewo_CM	-	-
fa	right-to-left	-	-	ペルシア語	ペルシア語	ペルシア語	ペルシア語	-	-	-	-	fas	fa	top-to-bottom	fa	-	-
fa_AF	right-to-left	AF	アフガニスタン	ペルシア語	fa_AF	ペルシア語 (アフガニスタン)	ダリー語	-	-	-	AFG	fas	fa	top-to-bottom	fa_AF	-	-
fa_IR	right-to-left	IR	イラン	ペルシア語	fa_IR	ペルシア語 (イラン)	ペルシア語 (イラン)	-	-	-	IRN	fas	fa	top-to-bottom	fa_IR	-	-
ff	left-to-right	-	-	フラ語	フラ語	フラ語	フラ語	-	-	-	-	ful	ff	top-to-bottom	ff	-	-
ff_Adlm	right-to-left	-	-	フラ語	ff_Adlm	フラ語 (Adlm)	フラ語 (Adlm)	Adlm	Adlm	-	-	ful	ff	top-to-bottom	ff_Adlm	Adlm	-
ff_Adlm_BF	right-to-left	BF	ブルキナファソ	フラ語	ff_Adlm_BF	フラ語 (Adlm、ブルキナファソ)	フラ語 (Adlm、ブルキナファソ)	Adlm	Adlm	-	BFA	ful	ff	top-to-bottom	ff_Adlm_BF	Adlm	-
ff_Adlm_CM	right-to-left	CM	カメルーン	フラ語	ff_Adlm_CM	フラ語 (Adlm、カメルーン)	フラ語 (Adlm、カメルーン)	Adlm	Adlm	-	CMR	ful	ff	top-to-bottom	ff_Adlm_CM	Adlm	-
ff_Adlm_GH	right-to-left	GH	ガーナ	フラ語	ff_Adlm_GH	フラ語 (Adlm、ガーナ)	フラ語 (Adlm、ガーナ)	Adlm	Adlm	-	GHA	ful	ff	top-to-bottom	ff_Adlm_GH	Adlm	-
ff_Adlm_GM	right-to-left	GM	ガンビア	フラ語	ff_Adlm_GM	フラ語 (Adlm、ガンビア)	フラ語 (Adlm、ガンビア)	Adlm	Adlm	-	GMB	ful	ff	top-to-bottom	ff_Adlm_GM	Adlm	-
ff_Adlm_GN	right-to-left	GN	ギニア	フラ語	ff_Adlm_GN	フラ語 (Adlm、ギニア)	フラ語 (Adlm、ギニア)	Adlm	Adlm	-	GIN	ful	ff	top-to-bottom	ff_Adlm_GN	Adlm	-
ff_Adlm_GW	right-to-left	GW	ギニアビサウ	フラ語	ff_Adlm_GW	フラ語 (Adlm、ギニアビサウ)	フラ語 (Adlm、ギニアビサウ)	Adlm	Adlm	-	GNB	ful	ff	top-to-bottom	ff_Adlm_GW	Adlm	-
ff_Adlm_LR	right-to-left	LR	リベリア	フラ語	ff_Adlm_LR	フラ語 (Adlm、リベリア)	フラ語 (Adlm、リベリア)	Adlm	Adlm	-	LBR	ful	ff	top-to-bottom	ff_Adlm_LR	Adlm	-
ff_Adlm_MR	right-to-left	MR	モーリタニア	フラ語	ff_Adlm_MR	フラ語 (Adlm、モーリタニア)	フラ語 (Adlm、モーリタニア)	Adlm	Adlm	-	MRT	ful	ff	top-to-bottom	ff_Adlm_MR	Adlm	-
ff_Adlm_NE	right-to-left	NE	ニジェール	フラ語	ff_Adlm_NE	フラ語 (Adlm、ニジェール)	フラ語 (Adlm、ニジェール)	Adlm	Adlm	-	NER	ful	ff	top-to-bottom	ff_Adlm_NE	Adlm	-
ff_Adlm_NG	right-to-left	NG	ナイジェリア	フラ語	ff_Adlm_NG	フラ語 (Adlm、ナイジェリア)	フラ語 (Adlm、ナイジェリア)	Adlm	Adlm	-	NGA	ful	ff	top-to-bottom	ff_Adlm_NG	Adlm	-
ff_Adlm_SL	right-to-left	SL	シエラレオネ	フラ語	ff_Adlm_SL	フラ語 (Adlm、シエラレオネ)	フラ語 (Adlm、シエラレオネ)	Adlm	Adlm	-	SLE	ful	ff	top-to-bottom	ff_Adlm_SL	Adlm	-
ff_Adlm_SN	right-to-left	SN	セネガル	フラ語	ff_Adlm_SN	フラ語 (Adlm、セネガル)	フラ語 (Adlm、セネガル)	Adlm	Adlm	-	SEN	ful	ff	top-to-bottom	ff_Adlm_SN	Adlm	-
ff_Latn	left-to-right	-	-	フラ語	ff_Latn	フラ語 (ラテン文字)	フラ語 (ラテン文字)	ラテン文字	ラテン文字	-	-	ful	ff	top-to-bottom	ff_Latn	Latn	-
ff_Latn_BF	left-to-right	BF	ブルキナファソ	フラ語	ff_Latn_BF	フラ語 (ラテン文字、ブルキナファソ)	フラ語 (ラテン文字、ブルキナファソ)	ラテン文字	ラテン文字	-	BFA	ful	ff	top-to-bottom	ff_Latn_BF	Latn	-
ff_Latn_CM	left-to-right	CM	カメルーン	フラ語	ff_Latn_CM	フラ語 (ラテン文字、カメルーン)	フラ語 (ラテン文字、カメルーン)	ラテン文字	ラテン文字	-	CMR	ful	ff	top-to-bottom	ff_Latn_CM	Latn	-
ff_Latn_GH	left-to-right	GH	ガーナ	フラ語	ff_Latn_GH	フラ語 (ラテン文字、ガーナ)	フラ語 (ラテン文字、ガーナ)	ラテン文字	ラテン文字	-	GHA	ful	ff	top-to-bottom	ff_Latn_GH	Latn	-
ff_Latn_GM	left-to-right	GM	ガンビア	フラ語	ff_Latn_GM	フラ語 (ラテン文字、ガンビア)	フラ語 (ラテン文字、ガンビア)	ラテン文字	ラテン文字	-	GMB	ful	ff	top-to-bottom	ff_Latn_GM	Latn	-
ff_Latn_GN	left-to-right	GN	ギニア	フラ語	ff_Latn_GN	フラ語 (ラテン文字、ギニア)	フラ語 (ラテン文字、ギニア)	ラテン文字	ラテン文字	-	GIN	ful	ff	top-to-bottom	ff_Latn_GN	Latn	-
ff_Latn_GW	left-to-right	GW	ギニアビサウ	フラ語	ff_Latn_GW	フラ語 (ラテン文字、ギニアビサウ)	フラ語 (ラテン文字、ギニアビサウ)	ラテン文字	ラテン文字	-	GNB	ful	ff	top-to-bottom	ff_Latn_GW	Latn	-
ff_Latn_LR	left-to-right	LR	リベリア	フラ語	ff_Latn_LR	フラ語 (ラテン文字、リベリア)	フラ語 (ラテン文字、リベリア)	ラテン文字	ラテン文字	-	LBR	ful	ff	top-to-bottom	ff_Latn_LR	Latn	-
ff_Latn_MR	left-to-right	MR	モーリタニア	フラ語	ff_Latn_MR	フラ語 (ラテン文字、モーリタニア)	フラ語 (ラテン文字、モーリタニア)	ラテン文字	ラテン文字	-	MRT	ful	ff	top-to-bottom	ff_Latn_MR	Latn	-
ff_Latn_NE	left-to-right	NE	ニジェール	フラ語	ff_Latn_NE	フラ語 (ラテン文字、ニジェール)	フラ語 (ラテン文字、ニジェール)	ラテン文字	ラテン文字	-	NER	ful	ff	top-to-bottom	ff_Latn_NE	Latn	-
ff_Latn_NG	left-to-right	NG	ナイジェリア	フラ語	ff_Latn_NG	フラ語 (ラテン文字、ナイジェリア)	フラ語 (ラテン文字、ナイジェリア)	ラテン文字	ラテン文字	-	NGA	ful	ff	top-to-bottom	ff_Latn_NG	Latn	-
ff_Latn_SL	left-to-right	SL	シエラレオネ	フラ語	ff_Latn_SL	フラ語 (ラテン文字、シエラレオネ)	フラ語 (ラテン文字、シエラレオネ)	ラテン文字	ラテン文字	-	SLE	ful	ff	top-to-bottom	ff_Latn_SL	Latn	-
ff_Latn_SN	left-to-right	SN	セネガル	フラ語	ff_Latn_SN	フラ語 (ラテン文字、セネガル)	フラ語 (ラテン文字、セネガル)	ラテン文字	ラテン文字	-	SEN	ful	ff	top-to-bottom	ff_Latn_SN	Latn	-
fi	left-to-right	-	-	フィンランド語	フィンランド語	フィンランド語	フィンランド語	-	-	-	-	fin	fi	top-to-bottom	fi	-	-
fi_FI	left-to-right	FI	フィンランド	フィンランド語	fi_FI	フィンランド語 (フィンランド)	フィンランド語 (フィンランド)	-	-	-	FIN	fin	fi	top-to-bottom	fi_FI	-	-
fil	left-to-right	-	-	フィリピノ語	フィリピノ語	フィリピノ語	フィリピノ語	-	-	-	-	fil	fil	top-to-bottom	fil	-	-
fil_PH	left-to-right	PH	フィリピン	フィリピノ語	fil_PH	フィリピノ語 (フィリピン)	フィリピノ語 (フィリピン)	-	-	-	PHL	fil	fil	top-to-bottom	fil_PH	-	-
fo	left-to-right	-	-	フェロー語	フェロー語	フェロー語	フェロー語	-	-	-	-	fao	fo	top-to-bottom	fo	-	-
fo_DK	left-to-right	DK	デンマーク	フェロー語	fo_DK	フェロー語 (デンマーク)	フェロー語 (デンマーク)	-	-	-	DNK	fao	fo	top-to-bottom	fo_DK	-	-
fo_FO	left-to-right	FO	フェロー諸島	フェロー語	fo_FO	フェロー語 (フェロー諸島)	フェロー語 (フェロー諸島)	-	-	-	FRO	fao	fo	top-to-bottom	fo_FO	-	-
fr	left-to-right	-	-	フランス語	フランス語	フランス語	フランス語	-	-	-	-	fra	fr	top-to-bottom	fr	-	-
fr_BE	left-to-right	BE	ベルギー	フランス語	fr_BE	フランス語 (ベルギー)	フランス語 (ベルギー)	-	-	-	BEL	fra	fr	top-to-bottom	fr_BE	-	-
fr_BF	left-to-right	BF	ブルキナファソ	フランス語	fr_BF	フランス語 (ブルキナファソ)	フランス語 (ブルキナファソ)	-	-	-	BFA	fra	fr	top-to-bottom	fr_BF	-	-
fr_BI	left-to-right	BI	ブルンジ	フランス語	fr_BI	フランス語 (ブルンジ)	フランス語 (ブルンジ)	-	-	-	BDI	fra	fr	top-to-bottom	fr_BI	-	-
fr_BJ	left-to-right	BJ	ベナン	フランス語	fr_BJ	フランス語 (ベナン)	フランス語 (ベナン)	-	-	-	BEN	fra	fr	top-to-bottom	fr_BJ	-	-
fr_BL	left-to-right	BL	サン・バルテルミー	フランス語	fr_BL	フランス語 (サン・バルテルミー)	フランス語 (サン・バルテルミー)	-	-	-	BLM	fra	fr	top-to-bottom	fr_BL	-	-
fr_CA	left-to-right	CA	カナダ	フランス語	fr_CA	フランス語 (カナダ)	フランス語 (カナダ)	-	-	-	CAN	fra	fr	top-to-bottom	fr_CA	-	-
fr_CD	left-to-right	CD	コンゴ民主共和国(キンシャサ)	フランス語	fr_CD	フランス語 (コンゴ民主共和国[キンシャサ])	フランス語 (コンゴ民主共和国[キンシャサ])	-	-	-	COD	fra	fr	top-to-bottom	fr_CD	-	-
fr_CF	left-to-right	CF	中央アフリカ共和国	フランス語	fr_CF	フランス語 (中央アフリカ共和国)	フランス語 (中央アフリカ共和国)	-	-	-	CAF	fra	fr	top-to-bottom	fr_CF	-	-
fr_CG	left-to-right	CG	コンゴ共和国(ブラザビル)	フランス語	fr_CG	フランス語 (コンゴ共和国[ブラザビル])	フランス語 (コンゴ共和国[ブラザビル])	-	-	-	COG	fra	fr	top-to-bottom	fr_CG	-	-
fr_CH	left-to-right	CH	スイス	フランス語	fr_CH	フランス語 (スイス)	フランス語 (スイス)	-	-	-	CHE	fra	fr	top-to-bottom	fr_CH	-	-
fr_CI	left-to-right	CI	コートジボワール	フランス語	fr_CI	フランス語 (コートジボワール)	フランス語 (コートジボワール)	-	-	-	CIV	fra	fr	top-to-bottom	fr_CI	-	-
fr_CM	left-to-right	CM	カメルーン	フランス語	fr_CM	フランス語 (カメルーン)	フランス語 (カメルーン)	-	-	-	CMR	fra	fr	top-to-bottom	fr_CM	-	-
fr_DJ	left-to-right	DJ	ジブチ	フランス語	fr_DJ	フランス語 (ジブチ)	フランス語 (ジブチ)	-	-	-	DJI	fra	fr	top-to-bottom	fr_DJ	-	-
fr_DZ	left-to-right	DZ	アルジェリア	フランス語	fr_DZ	フランス語 (アルジェリア)	フランス語 (アルジェリア)	-	-	-	DZA	fra	fr	top-to-bottom	fr_DZ	-	-
fr_FR	left-to-right	FR	フランス	フランス語	fr_FR	フランス語 (フランス)	フランス語 (フランス)	-	-	-	FRA	fra	fr	top-to-bottom	fr_FR	-	-
fr_GA	left-to-right	GA	ガボン	フランス語	fr_GA	フランス語 (ガボン)	フランス語 (ガボン)	-	-	-	GAB	fra	fr	top-to-bottom	fr_GA	-	-
fr_GF	left-to-right	GF	仏領ギアナ	フランス語	fr_GF	フランス語 (仏領ギアナ)	フランス語 (仏領ギアナ)	-	-	-	GUF	fra	fr	top-to-bottom	fr_GF	-	-
fr_GN	left-to-right	GN	ギニア	フランス語	fr_GN	フランス語 (ギニア)	フランス語 (ギニア)	-	-	-	GIN	fra	fr	top-to-bottom	fr_GN	-	-
fr_GP	left-to-right	GP	グアドループ	フランス語	fr_GP	フランス語 (グアドループ)	フランス語 (グアドループ)	-	-	-	GLP	fra	fr	top-to-bottom	fr_GP	-	-
fr_GQ	left-to-right	GQ	赤道ギニア	フランス語	fr_GQ	フランス語 (赤道ギニア)	フランス語 (赤道ギニア)	-	-	-	GNQ	fra	fr	top-to-bottom	fr_GQ	-	-
fr_HT	left-to-right	HT	ハイチ	フランス語	fr_HT	フランス語 (ハイチ)	フランス語 (ハイチ)	-	-	-	HTI	fra	fr	top-to-bottom	fr_HT	-	-
fr_KM	left-to-right	KM	コモロ	フランス語	fr_KM	フランス語 (コモロ)	フランス語 (コモロ)	-	-	-	COM	fra	fr	top-to-bottom	fr_KM	-	-
fr_LU	left-to-right	LU	ルクセンブルク	フランス語	fr_LU	フランス語 (ルクセンブルク)	フランス語 (ルクセンブルク)	-	-	-	LUX	fra	fr	top-to-bottom	fr_LU	-	-
fr_MA	left-to-right	MA	モロッコ	フランス語	fr_MA	フランス語 (モロッコ)	フランス語 (モロッコ)	-	-	-	MAR	fra	fr	top-to-bottom	fr_MA	-	-
fr_MC	left-to-right	MC	モナコ	フランス語	fr_MC	フランス語 (モナコ)	フランス語 (モナコ)	-	-	-	MCO	fra	fr	top-to-bottom	fr_MC	-	-
fr_MF	left-to-right	MF	サン・マルタン	フランス語	fr_MF	フランス語 (サン・マルタン)	フランス語 (サン・マルタン)	-	-	-	MAF	fra	fr	top-to-bottom	fr_MF	-	-
fr_MG	left-to-right	MG	マダガスカル	フランス語	fr_MG	フランス語 (マダガスカル)	フランス語 (マダガスカル)	-	-	-	MDG	fra	fr	top-to-bottom	fr_MG	-	-
fr_ML	left-to-right	ML	マリ	フランス語	fr_ML	フランス語 (マリ)	フランス語 (マリ)	-	-	-	MLI	fra	fr	top-to-bottom	fr_ML	-	-
fr_MQ	left-to-right	MQ	マルティニーク	フランス語	fr_MQ	フランス語 (マルティニーク)	フランス語 (マルティニーク)	-	-	-	MTQ	fra	fr	top-to-bottom	fr_MQ	-	-
fr_MR	left-to-right	MR	モーリタニア	フランス語	fr_MR	フランス語 (モーリタニア)	フランス語 (モーリタニア)	-	-	-	MRT	fra	fr	top-to-bottom	fr_MR	-	-
fr_MU	left-to-right	MU	モーリシャス	フランス語	fr_MU	フランス語 (モーリシャス)	フランス語 (モーリシャス)	-	-	-	MUS	fra	fr	top-to-bottom	fr_MU	-	-
fr_NC	left-to-right	NC	ニューカレドニア	フランス語	fr_NC	フランス語 (ニューカレドニア)	フランス語 (ニューカレドニア)	-	-	-	NCL	fra	fr	top-to-bottom	fr_NC	-	-
fr_NE	left-to-right	NE	ニジェール	フランス語	fr_NE	フランス語 (ニジェール)	フランス語 (ニジェール)	-	-	-	NER	fra	fr	top-to-bottom	fr_NE	-	-
fr_PF	left-to-right	PF	仏領ポリネシア	フランス語	fr_PF	フランス語 (仏領ポリネシア)	フランス語 (仏領ポリネシア)	-	-	-	PYF	fra	fr	top-to-bottom	fr_PF	-	-
fr_PM	left-to-right	PM	サンピエール島・ミクロン島	フランス語	fr_PM	フランス語 (サンピエール島・ミクロン島)	フランス語 (サンピエール島・ミクロン島)	-	-	-	SPM	fra	fr	top-to-bottom	fr_PM	-	-
fr_RE	left-to-right	RE	レユニオン	フランス語	fr_RE	フランス語 (レユニオン)	フランス語 (レユニオン)	-	-	-	REU	fra	fr	top-to-bottom	fr_RE	-	-
fr_RW	left-to-right	RW	ルワンダ	フランス語	fr_RW	フランス語 (ルワンダ)	フランス語 (ルワンダ)	-	-	-	RWA	fra	fr	top-to-bottom	fr_RW	-	-
fr_SC	left-to-right	SC	セーシェル	フランス語	fr_SC	フランス語 (セーシェル)	フランス語 (セーシェル)	-	-	-	SYC	fra	fr	top-to-bottom	fr_SC	-	-
fr_SN	left-to-right	SN	セネガル	フランス語	fr_SN	フランス語 (セネガル)	フランス語 (セネガル)	-	-	-	SEN	fra	fr	top-to-bottom	fr_SN	-	-
fr_SY	left-to-right	SY	シリア	フランス語	fr_SY	フランス語 (シリア)	フランス語 (シリア)	-	-	-	SYR	fra	fr	top-to-bottom	fr_SY	-	-
fr_TD	left-to-right	TD	チャド	フランス語	fr_TD	フランス語 (チャド)	フランス語 (チャド)	-	-	-	TCD	fra	fr	top-to-bottom	fr_TD	-	-
fr_TG	left-to-right	TG	トーゴ	フランス語	fr_TG	フランス語 (トーゴ)	フランス語 (トーゴ)	-	-	-	TGO	fra	fr	top-to-bottom	fr_TG	-	-
fr_TN	left-to-right	TN	チュニジア	フランス語	fr_TN	フランス語 (チュニジア)	フランス語 (チュニジア)	-	-	-	TUN	fra	fr	top-to-bottom	fr_TN	-	-
fr_VU	left-to-right	VU	バヌアツ	フランス語	fr_VU	フランス語 (バヌアツ)	フランス語 (バヌアツ)	-	-	-	VUT	fra	fr	top-to-bottom	fr_VU	-	-
fr_WF	left-to-right	WF	ウォリス・フツナ	フランス語	fr_WF	フランス語 (ウォリス・フツナ)	フランス語 (ウォリス・フツナ)	-	-	-	WLF	fra	fr	top-to-bottom	fr_WF	-	-
fr_YT	left-to-right	YT	マヨット	フランス語	fr_YT	フランス語 (マヨット)	フランス語 (マヨット)	-	-	-	MYT	fra	fr	top-to-bottom	fr_YT	-	-
fur	left-to-right	-	-	フリウリ語	フリウリ語	フリウリ語	フリウリ語	-	-	-	-	fur	fur	top-to-bottom	fur	-	-
fur_IT	left-to-right	IT	イタリア	フリウリ語	fur_IT	フリウリ語 (イタリア)	フリウリ語 (イタリア)	-	-	-	ITA	fur	fur	top-to-bottom	fur_IT	-	-
fy	left-to-right	-	-	西フリジア語	西フリジア語	西フリジア語	西フリジア語	-	-	-	-	fry	fy	top-to-bottom	fy	-	-
fy_NL	left-to-right	NL	オランダ	西フリジア語	fy_NL	西フリジア語 (オランダ)	西フリジア語 (オランダ)	-	-	-	NLD	fry	fy	top-to-bottom	fy_NL	-	-
ga	left-to-right	-	-	アイルランド語	アイルランド語	アイルランド語	アイルランド語	-	-	-	-	gle	ga	top-to-bottom	ga	-	-
ga_GB	left-to-right	GB	イギリス	アイルランド語	ga_GB	アイルランド語 (イギリス)	アイルランド語 (イギリス)	-	-	-	GBR	gle	ga	top-to-bottom	ga_GB	-	-
ga_IE	left-to-right	IE	アイルランド	アイルランド語	ga_IE	アイルランド語 (アイルランド)	アイルランド語 (アイルランド)	-	-	-	IRL	gle	ga	top-to-bottom	ga_IE	-	-
gd	left-to-right	-	-	スコットランド・ゲール語	スコットランド・ゲール語	スコットランド・ゲール語	スコットランド・ゲール語	-	-	-	-	gla	gd	top-to-bottom	gd	-	-
gd_GB	left-to-right	GB	イギリス	スコットランド・ゲール語	gd_GB	スコットランド・ゲール語 (イギリス)	スコットランド・ゲール語 (イギリス)	-	-	-	GBR	gla	gd	top-to-bottom	gd_GB	-	-
gl	left-to-right	-	-	ガリシア語	ガリシア語	ガリシア語	ガリシア語	-	-	-	-	glg	gl	top-to-bottom	gl	-	-
gl_ES	left-to-right	ES	スペイン	ガリシア語	gl_ES	ガリシア語 (スペイン)	ガリシア語 (スペイン)	-	-	-	ESP	glg	gl	top-to-bottom	gl_ES	-	-
gsw	left-to-right	-	-	スイスドイツ語	スイスドイツ語	スイスドイツ語	スイスドイツ語	-	-	-	-	gsw	gsw	top-to-bottom	gsw	-	-
gsw_CH	left-to-right	CH	スイス	スイスドイツ語	gsw_CH	スイスドイツ語 (スイス)	スイスドイツ語 (スイス)	-	-	-	CHE	gsw	gsw	top-to-bottom	gsw_CH	-	-
gsw_FR	left-to-right	FR	フランス	スイスドイツ語	gsw_FR	スイスドイツ語 (フランス)	スイスドイツ語 (フランス)	-	-	-	FRA	gsw	gsw	top-to-bottom	gsw_FR	-	-
gsw_LI	left-to-right	LI	リヒテンシュタイン	スイスドイツ語	gsw_LI	スイスドイツ語 (リヒテンシュタイン)	スイスドイツ語 (リヒテンシュタイン)	-	-	-	LIE	gsw	gsw	top-to-bottom	gsw_LI	-	-
gu	left-to-right	-	-	グジャラート語	グジャラート語	グジャラート語	グジャラート語	-	-	-	-	guj	gu	top-to-bottom	gu	-	-
gu_IN	left-to-right	IN	インド	グジャラート語	gu_IN	グジャラート語 (インド)	グジャラート語 (インド)	-	-	-	IND	guj	gu	top-to-bottom	gu_IN	-	-
guz	left-to-right	-	-	グシイ語	グシイ語	グシイ語	グシイ語	-	-	-	-	guz	guz	top-to-bottom	guz	-	-
guz_KE	left-to-right	KE	ケニア	グシイ語	guz_KE	グシイ語 (ケニア)	グシイ語 (ケニア)	-	-	-	KEN	guz	guz	top-to-bottom	guz_KE	-	-
gv	left-to-right	-	-	マン島語	マン島語	マン島語	マン島語	-	-	-	-	glv	gv	top-to-bottom	gv	-	-
gv_IM	left-to-right	IM	マン島	マン島語	gv_IM	マン島語 (マン島)	マン島語 (マン島)	-	-	-	IMN	glv	gv	top-to-bottom	gv_IM	-	-
ha	left-to-right	-	-	ハウサ語	ハウサ語	ハウサ語	ハウサ語	-	-	-	-	hau	ha	top-to-bottom	ha	-	-
ha_GH	left-to-right	GH	ガーナ	ハウサ語	ha_GH	ハウサ語 (ガーナ)	ハウサ語 (ガーナ)	-	-	-	GHA	hau	ha	top-to-bottom	ha_GH	-	-
ha_NE	left-to-right	NE	ニジェール	ハウサ語	ha_NE	ハウサ語 (ニジェール)	ハウサ語 (ニジェール)	-	-	-	NER	hau	ha	top-to-bottom	ha_NE	-	-
ha_NG	left-to-right	NG	ナイジェリア	ハウサ語	ha_NG	ハウサ語 (ナイジェリア)	ハウサ語 (ナイジェリア)	-	-	-	NGA	hau	ha	top-to-bottom	ha_NG	-	-
haw	left-to-right	-	-	ハワイ語	ハワイ語	ハワイ語	ハワイ語	-	-	-	-	haw	haw	top-to-bottom	haw	-	-
haw_US	left-to-right	US	アメリカ合衆国	ハワイ語	haw_US	ハワイ語 (アメリカ合衆国)	ハワイ語 (アメリカ合衆国)	-	-	-	USA	haw	haw	top-to-bottom	haw_US	-	-
he	right-to-left	-	-	ヘブライ語	ヘブライ語	ヘブライ語	ヘブライ語	-	-	-	-	heb	he	top-to-bottom	he	-	-
he_IL	right-to-left	IL	イスラエル	ヘブライ語	he_IL	ヘブライ語 (イスラエル)	ヘブライ語 (イスラエル)	-	-	-	ISR	heb	he	top-to-bottom	he_IL	-	-
